id,date,store_nbr,family,sales,onpromotion
2832317,2017-05-13,29,PET SUPPLIES,8.0,0
390498,2013-08-08,16,DELI,149.0,0
214171,2013-05-01,19,BABY CARE,0.0,0
192335,2013-04-18,6,FROZEN FOODS,97.597,0
949065,2014-06-18,38,HOME CARE,0.0,0
354914,2013-07-19,17,SEAFOOD,0.0,0
1768196,2015-09-22,21,MAGAZINES,1.0,0
172622,2013-04-07,51,SEAFOOD,41.190002,0
648618,2013-12-31,9,BEVERAGES,2094.0,0
2332361,2016-08-04,50,LAWN AND GARDEN,2.0,0
1933901,2015-12-24,21,BEAUTY,1.0,0
2688692,2017-02-21,49,HOME APPLIANCES,0.0,0
2275978,2016-07-04,2,BABY CARE,0.0,0
2123691,2016-04-09,46,DELI,1038.419,0
2438311,2016-10-03,24,CLEANING,1164.0,29
1298204,2015-01-01,34,HOME APPLIANCES,0.0,0
1863577,2015-11-14,48,BABY CARE,0.0,0
600034,2013-12-03,44,POULTRY,1180.033,0
1663878,2015-07-25,44,HOME CARE,759.0,0
306517,2013-06-22,1,GROCERY II,21.0,0
1346544,2015-01-28,40,GROCERY I,3123.0,4
808306,2014-03-31,39,BOOKS,0.0,0
2049837,2016-02-28,24,DELI,231.264,0
1495678,2015-04-22,25,LADIESWEAR,0.0,0
105352,2013-03-01,15,HOME AND KITCHEN II,0.0,0
679783,2014-01-18,32,HOME AND KITCHEN II,2.0,0
1679303,2015-08-03,27,SEAFOOD,32.289,0
1892217,2015-11-30,50,PRODUCE,2284.052,1
1642476,2015-07-13,44,AUTOMOTIVE,12.0,0
1242121,2014-11-30,11,BABY CARE,0.0,0
2418617,2016-09-22,21,HARDWARE,0.0,0
2448500,2016-10-09,1,SEAFOOD,22.106,2
2537496,2016-11-27,7,PLAYERS AND ELECTRONICS,14.0,0
2792720,2017-04-21,18,PREPARED FOODS,70.009,0
1537257,2015-05-15,41,HOME CARE,206.0,2
2150111,2016-04-24,37,PREPARED FOODS,107.178,0
218852,2013-05-03,49,PREPARED FOODS,208.297,0
705568,2014-02-01,6,POULTRY,1110.416,0
1415656,2015-03-08,3,"LIQUOR,WINE,BEER",0.0,0
270220,2013-06-01,40,HOME AND KITCHEN II,0.0,0
2120208,2016-04-07,48,MEATS,780.967,1
2440710,2016-10-04,40,PRODUCE,1728.245,110
1836219,2015-10-30,30,AUTOMOTIVE,2.0,0
2222841,2016-06-04,28,PLAYERS AND ELECTRONICS,11.0,0
1424939,2015-03-13,4,SEAFOOD,37.673,5
729519,2014-02-15,28,LINGERIE,16.0,0
1014144,2014-07-25,14,LINGERIE,14.0,0
1231507,2014-11-24,13,GROCERY II,3.0,0
2456382,2016-10-13,30,PLAYERS AND ELECTRONICS,4.0,0
2734801,2017-03-19,42,PERSONAL CARE,373.0,4
2450174,2016-10-09,7,MAGAZINES,32.0,0
1735729,2015-09-04,10,POULTRY,171.874,15
1303161,2015-01-04,23,MEATS,860.128,0
1282491,2014-12-22,43,GROCERY I,4026.167,1
1728866,2015-08-31,18,PREPARED FOODS,56.0,0
775398,2014-03-13,15,PRODUCE,568.543,0
1169667,2014-10-20,28,HOME AND KITCHEN I,19.0,0
2016581,2016-02-09,40,HOME APPLIANCES,1.0,0
2375118,2016-08-28,50,DELI,565.341,2
254320,2013-05-23,44,"LIQUOR,WINE,BEER",395.0,0
991219,2014-07-12,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
2059885,2016-03-04,6,PERSONAL CARE,304.0,6
2755571,2017-03-31,26,BREAD/BAKERY,231.0,2
768776,2014-03-09,3,DAIRY,2979.0,0
740194,2014-02-21,28,BOOKS,0.0,0
2048990,2016-02-27,5,LAWN AND GARDEN,2.0,0
1965824,2016-01-12,17,HARDWARE,1.0,0
1488997,2015-04-18,38,BOOKS,0.0,0
1675978,2015-08-01,34,CLEANING,1717.0,0
146343,2013-03-24,15,LINGERIE,2.0,0
2465040,2016-10-18,24,CELEBRATION,6.0,3
1834567,2015-10-29,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
934157,2014-06-10,2,PET SUPPLIES,0.0,0
1006305,2014-07-20,44,BEVERAGES,12334.0,0
161082,2013-04-01,29,DELI,0.0,0
2823011,2017-05-08,18,PET SUPPLIES,2.0,0
1941895,2015-12-29,45,EGGS,371.0,0
1068347,2014-08-24,35,BREAD/BAKERY,279.0,0
578201,2013-11-21,32,DAIRY,80.0,0
2940026,2017-07-12,50,MAGAZINES,6.0,0
1266987,2014-12-13,9,HOME CARE,570.0,0
795539,2014-03-24,30,DAIRY,196.0,0
609746,2013-12-09,18,BREAD/BAKERY,772.0,0
304440,2013-06-20,50,HOME AND KITCHEN I,0.0,0
2822244,2017-05-07,46,HOME CARE,1162.0,10
1559322,2015-05-28,11,CELEBRATION,0.0,0
1306654,2015-01-06,21,LADIESWEAR,0.0,0
2071875,2016-03-11,42,BEVERAGES,1715.0,9
826987,2014-04-11,13,CLEANING,644.0,0
1175681,2014-10-23,46,MAGAZINES,3.0,0
2640553,2017-01-25,48,PERSONAL CARE,781.0,11
1208303,2014-11-11,12,DAIRY,314.0,0
262907,2013-05-28,35,PREPARED FOODS,17.0,0
280530,2013-06-07,3,PRODUCE,23.0,0
516470,2013-10-17,5,LAWN AND GARDEN,0.0,0
1272225,2014-12-16,6,DELI,331.415,2
2646212,2017-01-28,8,DAIRY,2126.0,22
1706052,2015-08-18,28,HOME CARE,169.0,0
1509733,2015-04-30,2,HOME AND KITCHEN II,8.0,0
682702,2014-01-20,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
1333475,2015-01-21,24,FROZEN FOODS,160.479,1
2125856,2016-04-10,7,PREPARED FOODS,190.981,0
2046184,2016-02-26,21,LADIESWEAR,3.0,0
2766047,2017-04-06,2,LAWN AND GARDEN,5.0,0
467705,2013-09-20,31,PREPARED FOODS,53.0,0
1645745,2015-07-15,36,BEAUTY,1.0,0
894656,2014-05-19,11,PET SUPPLIES,0.0,0
1257191,2014-12-08,33,MAGAZINES,0.0,0
1800127,2015-10-10,18,EGGS,153.0,0
2741342,2017-03-23,26,SEAFOOD,2.0,0
1439847,2015-03-21,9,MEATS,360.058,0
2253306,2016-06-21,33,AUTOMOTIVE,3.0,0
405446,2013-08-16,35,DAIRY,59.0,0
498910,2013-10-07,8,HOME AND KITCHEN II,0.0,0
1661766,2015-07-24,35,HOME CARE,98.0,0
44687,2013-01-26,13,BREAD/BAKERY,258.0,0
2585092,2016-12-24,42,BOOKS,0.0,0
1900614,2015-12-05,37,GROCERY I,4340.0,19
2408946,2016-09-16,5,GROCERY I,2909.0,47
2675502,2017-02-14,29,PLAYERS AND ELECTRONICS,7.0,0
872050,2014-05-06,27,PERSONAL CARE,164.0,0
1514813,2015-05-03,12,HARDWARE,0.0,0
2230951,2016-06-08,6,LADIESWEAR,23.0,0
291571,2013-06-13,4,HOME AND KITCHEN II,0.0,0
1094203,2014-09-08,10,"LIQUOR,WINE,BEER",13.0,0
1342904,2015-01-26,39,BEAUTY,0.0,0
307849,2013-06-22,46,PERSONAL CARE,562.0,0
909543,2014-05-27,29,PRODUCE,0.0,0
446200,2013-09-08,29,CLEANING,0.0,0
1431143,2015-03-17,14,SEAFOOD,2.0,0
851922,2014-04-25,12,PLAYERS AND ELECTRONICS,0.0,0
2989701,2017-08-09,45,AUTOMOTIVE,16.0,0
981112,2014-07-06,37,"LIQUOR,WINE,BEER",0.0,0
904163,2014-05-24,28,PREPARED FOODS,83.512,1
2471491,2016-10-21,54,"LIQUOR,WINE,BEER",25.0,1
1105438,2014-09-14,26,BOOKS,0.0,0
213057,2013-04-30,37,DELI,95.232,0
2341678,2016-08-10,12,SCHOOL AND OFFICE SUPPLIES,1.0,1
1489656,2015-04-18,7,BEVERAGES,2541.0,1
1743051,2015-09-08,16,MEATS,53.787,0
2850323,2017-05-23,34,HARDWARE,6.0,0
1185109,2014-10-29,11,GROCERY II,11.0,0
1761866,2015-09-18,43,PREPARED FOODS,57.0,0
965548,2014-06-27,50,BABY CARE,0.0,0
1764368,2015-09-20,14,MAGAZINES,0.0,0
1479,2013-01-01,5,PLAYERS AND ELECTRONICS,0.0,0
274492,2013-06-04,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
1557061,2015-05-26,47,"LIQUOR,WINE,BEER",88.0,0
1149966,2014-10-09,25,HOME AND KITCHEN I,19.0,0
2080789,2016-03-16,42,CLEANING,696.0,3
1643998,2015-07-14,37,BOOKS,0.0,0
1325425,2015-01-16,48,GROCERY II,32.0,0
1762378,2015-09-18,9,GROCERY II,6.0,0
2503623,2016-11-08,7,GROCERY I,4917.0,71
1378091,2015-02-15,26,FROZEN FOODS,40.0,1
1144182,2014-10-06,13,CELEBRATION,3.0,0
899132,2014-05-21,37,HARDWARE,0.0,0
1802726,2015-10-11,40,BEAUTY,1.0,0
1164461,2014-10-17,31,MAGAZINES,1.0,0
1222017,2014-11-18,46,PLAYERS AND ELECTRONICS,15.0,0
2167157,2016-05-04,16,HARDWARE,0.0,0
1289523,2014-12-27,40,HOME AND KITCHEN I,40.0,0
905963,2014-05-25,29,HARDWARE,0.0,0
1121807,2014-09-23,35,BREAD/BAKERY,215.0,7
2037210,2016-02-21,2,LINGERIE,8.0,0
2786151,2017-04-17,33,PLAYERS AND ELECTRONICS,8.0,0
1674025,2015-07-31,3,BABY CARE,0.0,0
988428,2014-07-10,42,GROCERY I,0.0,0
458798,2013-09-15,31,SEAFOOD,0.0,0
2426349,2016-09-26,38,MEATS,273.43298,0
1008973,2014-07-22,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
1433245,2015-03-18,23,"LIQUOR,WINE,BEER",37.0,0
1331200,2015-01-20,10,GROCERY II,2.0,0
356650,2013-07-20,16,LADIESWEAR,0.0,0
1903679,2015-12-07,23,DAIRY,578.0,1
2004552,2016-02-02,53,AUTOMOTIVE,7.0,0
580533,2013-11-22,47,PRODUCE,10.0,0
122520,2013-03-10,46,MEATS,1495.885,0
2307778,2016-07-22,11,"LIQUOR,WINE,BEER",96.0,1
403196,2013-08-15,22,BEAUTY,0.0,0
2179757,2016-05-11,2,DAIRY,907.0,5
2190411,2016-05-17,19,BEVERAGES,1698.0,10
2304256,2016-07-20,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
7248,2013-01-05,12,LINGERIE,8.0,0
2328452,2016-08-02,41,BREAD/BAKERY,468.692,1
287562,2013-06-11,28,AUTOMOTIVE,4.0,0
362857,2013-07-23,4,"LIQUOR,WINE,BEER",59.0,0
2309163,2016-07-22,5,LINGERIE,10.0,0
501832,2013-10-09,4,BABY CARE,0.0,0
680457,2014-01-18,50,PRODUCE,2591.152,0
461205,2013-09-16,49,PRODUCE,0.0,0
959698,2014-06-24,36,PERSONAL CARE,122.0,0
2166126,2016-05-03,37,CELEBRATION,10.0,0
2794402,2017-04-22,15,POULTRY,114.224,0
417333,2013-08-23,19,HOME AND KITCHEN I,0.0,0
63630,2013-02-05,44,CELEBRATION,0.0,0
2085577,2016-03-19,27,EGGS,249.0,0
154046,2013-03-28,31,BEAUTY,0.0,0
2577160,2016-12-20,2,PERSONAL CARE,281.0,7
570839,2013-11-17,26,BREAD/BAKERY,389.0,0
169414,2013-04-06,12,PERSONAL CARE,135.0,0
1038752,2014-08-07,54,FROZEN FOODS,8.0,0
2124579,2016-04-10,21,CELEBRATION,6.0,0
2301319,2016-07-18,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
1258523,2014-12-09,21,BEAUTY,0.0,0
2548183,2016-12-03,7,"LIQUOR,WINE,BEER",340.0,11
2753301,2017-03-30,12,GROCERY I,3180.0,55
1145403,2014-10-06,47,CELEBRATION,14.0,0
2205009,2016-05-25,28,HOME AND KITCHEN I,24.0,0
2222329,2016-06-04,14,EGGS,30.0,0
1024682,2014-07-31,1,SEAFOOD,13.86,0
2248002,2016-06-18,34,DELI,273.042,5
2344175,2016-08-11,32,LAWN AND GARDEN,0.0,0
2029049,2016-02-16,40,FROZEN FOODS,73.43,0
567624,2013-11-15,35,MEATS,162.321,0
911322,2014-05-28,29,PLAYERS AND ELECTRONICS,0.0,0
1395989,2015-02-25,28,MAGAZINES,0.0,0
170373,2013-04-06,39,PLAYERS AND ELECTRONICS,0.0,0
776829,2014-03-13,6,DELI,228.344,0
2066292,2016-03-08,35,PRODUCE,578.3,70
180997,2013-04-12,37,PERSONAL CARE,167.0,0
554245,2013-11-08,10,EGGS,20.0,0
2445230,2016-10-07,18,PREPARED FOODS,0.0,0
281566,2013-06-08,1,EGGS,174.0,0
2008125,2016-02-04,53,DELI,104.227,0
971148,2014-06-30,8,MEATS,447.009,0
882773,2014-05-12,28,MAGAZINES,0.0,0
105827,2013-03-01,28,PREPARED FOODS,37.877,0
1502030,2015-04-25,53,BEAUTY,6.0,0
1001469,2014-07-17,9,HOME CARE,487.0,0
827457,2014-04-11,26,HOME AND KITCHEN I,0.0,0
388676,2013-08-07,15,BEAUTY,4.0,0
858739,2014-04-28,53,GROCERY II,0.0,0
325091,2013-07-02,30,DAIRY,133.0,0
2083457,2016-03-18,18,BEAUTY,5.0,0
2638444,2017-01-24,39,POULTRY,175.893,0
831218,2014-04-13,31,HARDWARE,1.0,0
2457165,2016-10-13,52,HOME CARE,0.0,0
2134670,2016-04-15,53,SEAFOOD,4.0,2
448891,2013-09-09,53,PERSONAL CARE,0.0,0
1434092,2015-03-18,47,FROZEN FOODS,213.262,1
2233283,2016-06-10,21,DAIRY,295.0,0
1012011,2014-07-23,54,AUTOMOTIVE,5.0,0
460949,2013-09-16,42,BREAD/BAKERY,0.0,0
199324,2013-04-22,51,BOOKS,0.0,0
938333,2014-06-12,37,FROZEN FOODS,251.892,0
2135800,2016-04-16,36,CLEANING,853.0,2
1118092,2014-09-21,30,LADIESWEAR,2.0,0
1931618,2015-12-22,7,PREPARED FOODS,177.747,0
361379,2013-07-22,48,PREPARED FOODS,67.805,0
646402,2013-12-30,45,SCHOOL AND OFFICE SUPPLIES,0.0,0
1295686,2014-12-31,14,CLEANING,1047.0,0
2261672,2016-06-26,18,HOME APPLIANCES,0.0,0
529422,2013-10-25,14,BEVERAGES,526.0,0
2044880,2016-02-25,35,BEAUTY,0.0,0
1727477,2015-08-30,29,PET SUPPLIES,1.0,0
1690624,2015-08-09,45,BABY CARE,0.0,0
2682045,2017-02-18,13,BEVERAGES,2170.0,12
462291,2013-09-17,3,PLAYERS AND ELECTRONICS,0.0,0
501560,2013-10-09,31,PET SUPPLIES,0.0,0
294400,2013-06-15,2,CLEANING,1114.0,0
2762163,2017-04-04,10,PRODUCE,345.241,60
318588,2013-06-28,48,CELEBRATION,0.0,0
1713432,2015-08-22,35,CELEBRATION,6.0,1
1413701,2015-03-07,25,HARDWARE,0.0,0
801967,2014-03-28,11,BABY CARE,0.0,0
1133544,2014-09-30,14,PLAYERS AND ELECTRONICS,3.0,0
1234706,2014-11-25,52,FROZEN FOODS,0.0,0
1088116,2014-09-04,4,CLEANING,723.0,3
197533,2013-04-21,50,POULTRY,405.171,0
1409020,2015-03-04,43,LADIESWEAR,0.0,0
1582348,2015-06-09,7,SCHOOL AND OFFICE SUPPLIES,0.0,0
2383004,2016-09-02,22,DAIRY,277.0,1
434145,2013-09-01,4,PRODUCE,14.0,0
2483618,2016-10-28,45,BREAD/BAKERY,1245.355,7
1861662,2015-11-13,44,AUTOMOTIVE,9.0,0
1374213,2015-02-13,17,PLAYERS AND ELECTRONICS,0.0,0
2036263,2016-02-20,42,SCHOOL AND OFFICE SUPPLIES,1.0,0
2256856,2016-06-23,32,LADIESWEAR,0.0,0
593585,2013-11-30,14,HARDWARE,0.0,0
968774,2014-06-29,40,PET SUPPLIES,0.0,0
2332088,2016-08-04,43,FROZEN FOODS,38.505,0
1433494,2015-03-18,30,CLEANING,395.0,1
884427,2014-05-13,24,PLAYERS AND ELECTRONICS,0.0,0
1912092,2015-12-12,1,CELEBRATION,30.0,0
1301577,2015-01-03,29,MEATS,0.0,0
2676125,2017-02-14,46,MAGAZINES,6.0,0
667270,2014-01-11,31,EGGS,206.0,0
2222987,2016-06-04,32,DAIRY,212.0,1
1208549,2014-11-11,19,MAGAZINES,1.0,0
27143,2013-01-16,20,HOME APPLIANCES,0.0,0
1385302,2015-02-19,28,POULTRY,232.087,14
2002407,2016-02-01,43,AUTOMOTIVE,10.0,0
401381,2013-08-14,21,BEAUTY,0.0,0
2202751,2016-05-24,15,BABY CARE,0.0,0
2189394,2016-05-16,4,DELI,198.797,2
991267,2014-07-12,22,GROCERY II,0.0,0
823617,2014-04-09,19,BEVERAGES,1075.0,0
2745646,2017-03-25,47,GROCERY II,63.0,0
445097,2013-09-07,47,PET SUPPLIES,0.0,0
2178684,2016-05-10,39,MEATS,134.372,0
299908,2013-06-18,24,BOOKS,0.0,0
2153767,2016-04-26,4,"LIQUOR,WINE,BEER",25.0,0
1819503,2015-10-21,11,HOME AND KITCHEN I,7.0,0
13497,2013-01-08,38,AUTOMOTIVE,3.0,0
1675279,2015-08-01,15,BABY CARE,9.0,0
1340966,2015-01-25,34,FROZEN FOODS,78.0,0
2153311,2016-04-26,27,POULTRY,328.556,1
1462147,2015-04-03,34,HOME AND KITCHEN II,44.0,0
271552,2013-06-02,28,POULTRY,422.178,0
2550504,2016-12-05,22,AUTOMOTIVE,9.0,0
759129,2014-03-03,9,PRODUCE,1401.817,0
1485415,2015-04-16,37,LADIESWEAR,0.0,0
1425836,2015-03-14,16,BREAD/BAKERY,278.0,0
243783,2013-05-17,49,GROCERY I,3304.0,0
967544,2014-06-28,7,HOME APPLIANCES,0.0,0
2351170,2016-08-15,29,LADIESWEAR,0.0,0
812727,2014-04-03,13,BEVERAGES,604.0,0
819033,2014-04-06,4,CELEBRATION,0.0,0
2683028,2017-02-18,4,PREPARED FOODS,140.709,0
1247260,2014-12-02,54,PERSONAL CARE,195.0,0
968085,2014-06-29,21,PRODUCE,0.0,0
2533468,2016-11-25,43,PERSONAL CARE,273.0,2
2855259,2017-05-26,23,AUTOMOTIVE,6.0,0
2059023,2016-03-04,31,LINGERIE,10.0,0
927350,2014-06-06,29,HOME APPLIANCES,0.0,0
158855,2013-03-31,16,PET SUPPLIES,0.0,0
2034424,2016-02-19,41,CLEANING,613.0,0
1293692,2014-12-29,8,PET SUPPLIES,19.0,0
1719710,2015-08-26,11,HARDWARE,0.0,0
1869512,2015-11-18,14,PREPARED FOODS,101.0,6
1890480,2015-11-29,52,DELI,0.0,0
1148524,2014-10-08,34,PERSONAL CARE,234.0,0
2100578,2016-03-27,47,PREPARED FOODS,479.222,0
2737058,2017-03-20,7,BREAD/BAKERY,1049.78,7
1991610,2016-01-26,4,PLAYERS AND ELECTRONICS,7.0,0
1432604,2015-03-17,6,DAIRY,733.0,1
2942068,2017-07-13,9,LADIESWEAR,11.0,0
1492914,2015-04-20,47,PLAYERS AND ELECTRONICS,0.0,0
1884113,2015-11-26,24,FROZEN FOODS,219.712,0
1464090,2015-04-04,39,GROCERY I,6528.944,1
2857279,2017-05-27,3,CLEANING,2006.0,38
1811372,2015-10-16,33,BEAUTY,0.0,0
2714063,2017-03-08,11,FROZEN FOODS,112.0,5
2879532,2017-06-08,53,HOME CARE,132.0,9
2481882,2016-10-27,46,HOME CARE,391.0,8
2256953,2016-06-23,35,HOME APPLIANCES,0.0,0
1616395,2015-06-29,12,"LIQUOR,WINE,BEER",26.0,0
1161751,2014-10-15,6,LADIESWEAR,25.0,0
882939,2014-05-12,32,MEATS,39.106,0
2330028,2016-08-03,35,PRODUCE,279.81,3
1465940,2015-04-05,40,HARDWARE,0.0,0
2406369,2016-09-15,28,DELI,359.371,9
1333021,2015-01-21,11,LADIESWEAR,0.0,0
1272823,2014-12-17,22,GROCERY II,0.0,0
299327,2013-06-17,8,HOME APPLIANCES,0.0,0
2268886,2016-06-30,20,BOOKS,0.0,0
2948076,2017-07-17,27,LINGERIE,5.0,0
1763232,2015-09-19,32,DELI,127.0,1
2264233,2016-06-27,4,BOOKS,0.0,0
769383,2014-03-09,46,LINGERIE,14.0,0
2714247,2017-03-08,16,PRODUCE,475.566,6
945364,2014-06-16,34,GROCERY II,2.0,0
100774,2013-02-26,36,PERSONAL CARE,0.0,0
1502036,2015-04-25,53,DAIRY,316.0,1
911765,2014-05-28,41,DAIRY,437.0,1
1513904,2015-05-02,36,PREPARED FOODS,78.654,0
2987500,2017-08-08,33,EGGS,141.0,1
465401,2013-09-19,18,BEAUTY,0.0,0
1587041,2015-06-12,39,BREAD/BAKERY,558.0,2
2179763,2016-05-11,2,HARDWARE,0.0,0
311978,2013-06-25,12,PREPARED FOODS,16.0,0
1314819,2015-01-10,50,AUTOMOTIVE,15.0,0
1130991,2014-09-28,42,HOME AND KITCHEN I,0.0,0
1900960,2015-12-05,46,POULTRY,1458.556,0
256371,2013-05-24,51,PLAYERS AND ELECTRONICS,0.0,0
2992599,2017-08-11,26,PLAYERS AND ELECTRONICS,3.0,0
1272730,2014-12-17,2,LADIESWEAR,30.0,0
1449099,2015-03-27,19,BEVERAGES,1593.0,2
303497,2013-06-20,24,PREPARED FOODS,157.74701,0
2275899,2016-07-04,17,LINGERIE,2.0,0
2795403,2017-04-22,43,CELEBRATION,16.0,0
2423786,2016-09-25,17,BEAUTY,4.0,0
1473090,2015-04-09,41,BEVERAGES,669.0,0
899224,2014-05-21,4,CLEANING,802.0,0
626883,2013-12-18,48,HOME AND KITCHEN I,0.0,0
2434834,2016-10-01,26,POULTRY,205.794,0
497874,2013-10-07,29,BEVERAGES,0.0,0
1360791,2015-02-05,40,BEVERAGES,1103.0,1
1698502,2015-08-14,16,PERSONAL CARE,77.0,0
1438172,2015-03-21,11,SEAFOOD,10.0,0
2607454,2017-01-07,2,PERSONAL CARE,430.0,7
985596,2014-07-09,13,HOME CARE,178.0,0
634267,2013-12-22,6,CLEANING,1921.0,0
2583540,2016-12-23,49,BEVERAGES,10055.0,80
20221,2013-01-12,26,PERSONAL CARE,167.0,0
2184697,2016-05-13,8,SCHOOL AND OFFICE SUPPLIES,1.0,0
44419,2013-01-25,6,BABY CARE,0.0,0
2689340,2017-02-22,18,BREAD/BAKERY,610.0,6
1450778,2015-03-28,15,SEAFOOD,6.0,0
3896,2013-01-03,19,BEAUTY,0.0,0
2796016,2017-04-23,10,PERSONAL CARE,183.0,18
1215398,2014-11-15,11,DAIRY,608.0,0
1528996,2015-05-11,10,CLEANING,830.0,0
508829,2013-10-13,36,BEAUTY,1.0,0
525348,2013-10-22,49,LINGERIE,5.0,0
2876177,2017-06-07,1,PREPARED FOODS,60.181,0
2063301,2016-03-06,51,DELI,239.624,1
1023400,2014-07-30,24,BOOKS,0.0,0
1851773,2015-11-08,17,FROZEN FOODS,65.0,1
540479,2013-10-31,24,BREAD/BAKERY,477.246,0
341214,2013-07-11,32,PLAYERS AND ELECTRONICS,0.0,0
2731018,2017-03-17,37,BOOKS,0.0,0
177565,2013-04-10,40,PERSONAL CARE,188.0,0
1400857,2015-02-28,15,CLEANING,1049.0,0
768885,2014-03-09,32,HOME CARE,123.0,0
1459647,2015-04-02,14,MEATS,237.147,17
1577216,2015-06-07,13,HARDWARE,5.0,0
2420612,2016-09-23,27,PREPARED FOODS,77.991,1
2937511,2017-07-11,30,HOME AND KITCHEN II,8.0,1
463098,2013-09-17,52,DELI,0.0,0
320887,2013-06-30,12,POULTRY,85.751,0
1730267,2015-08-31,8,FROZEN FOODS,164.0,1
2876979,2017-06-07,32,CELEBRATION,1.0,0
641549,2013-12-28,1,PREPARED FOODS,68.848,0
305541,2013-06-21,31,PLAYERS AND ELECTRONICS,0.0,0
1855057,2015-11-09,9,POULTRY,529.48,0
525712,2013-10-23,1,"LIQUOR,WINE,BEER",107.0,0
1690948,2015-08-09,53,POULTRY,220.897,2
2111116,2016-04-02,43,CLEANING,1674.0,1
1070020,2014-08-25,31,POULTRY,95.28,0
432639,2013-08-31,48,DELI,873.347,0
2372890,2016-08-27,38,PERSONAL CARE,387.0,9
2433357,2016-09-30,35,BEVERAGES,1198.0,6
1308757,2015-01-07,30,EGGS,63.0,0
1028743,2014-08-02,24,BABY CARE,0.0,0
252247,2013-05-22,36,POULTRY,72.005,0
1233473,2014-11-25,18,SEAFOOD,9.0,0
2568083,2016-12-15,15,MAGAZINES,3.0,0
1271570,2014-12-16,37,HARDWARE,5.0,0
1087085,2014-09-04,10,SEAFOOD,0.0,0
184499,2013-04-14,35,PREPARED FOODS,15.0,0
968858,2014-06-29,43,FROZEN FOODS,26.0,0
138949,2013-03-19,8,LADIESWEAR,0.0,0
1386382,2015-02-19,9,LADIESWEAR,0.0,0
2412314,2016-09-18,44,HARDWARE,2.0,0
236299,2013-05-13,39,LADIESWEAR,0.0,0
29086,2013-01-17,25,GROCERY II,5.0,0
212051,2013-04-29,9,PET SUPPLIES,0.0,0
966121,2014-06-28,17,GROCERY II,10.0,0
804354,2014-03-29,28,GROCERY I,3313.0,0
1716998,2015-08-24,35,DAIRY,142.0,1
2172958,2016-05-07,29,CLEANING,1274.0,2
2817721,2017-05-05,2,HOME AND KITCHEN II,22.0,3
449559,2013-09-10,23,AUTOMOTIVE,4.0,0
2139693,2016-04-18,45,CELEBRATION,14.0,0
2170317,2016-05-05,54,CELEBRATION,5.0,4
1234255,2014-11-25,4,"LIQUOR,WINE,BEER",27.0,0
2665827,2017-02-08,8,LINGERIE,22.0,0
758703,2014-03-03,47,AUTOMOTIVE,19.0,0
2390909,2016-09-06,43,PET SUPPLIES,0.0,0
1089946,2014-09-05,40,"LIQUOR,WINE,BEER",29.0,0
2686272,2017-02-20,31,CELEBRATION,5.0,0
2241066,2016-06-14,4,BEVERAGES,2251.0,36
1145392,2014-10-06,46,POULTRY,834.403,0
1738494,2015-09-05,38,LINGERIE,23.0,0
2940124,2017-07-12,53,"LIQUOR,WINE,BEER",58.0,4
2490488,2016-11-01,38,FROZEN FOODS,118.264,7
1903707,2015-12-07,24,BEVERAGES,5292.0,10
1929987,2015-12-22,11,HOME AND KITCHEN I,34.0,0
856097,2014-04-27,3,FROZEN FOODS,455.516,0
2353486,2016-08-16,43,PERSONAL CARE,211.0,3
81132,2013-02-15,35,HOME CARE,0.0,0
1784646,2015-10-01,33,CELEBRATION,1.0,0
1760697,2015-09-18,11,HOME AND KITCHEN I,7.0,0
53817,2013-01-31,19,PLAYERS AND ELECTRONICS,0.0,0
1793198,2015-10-06,23,FROZEN FOODS,88.371,0
1361510,2015-02-06,10,PREPARED FOODS,7.0,0
460319,2013-09-16,25,BEAUTY,3.0,0
2198702,2016-05-21,50,FROZEN FOODS,191.691,4
1115246,2014-09-19,50,FROZEN FOODS,169.479,2
186372,2013-04-15,38,LINGERIE,9.0,0
561828,2013-11-12,23,BEVERAGES,474.0,0
2159263,2016-04-29,44,CLEANING,2001.0,8
150986,2013-03-26,45,FROZEN FOODS,194.813,0
804619,2014-03-29,35,GROCERY II,3.0,0
2517548,2016-11-16,47,FROZEN FOODS,360.772,9
517922,2013-10-18,40,LAWN AND GARDEN,0.0,0
134144,2013-03-17,22,SEAFOOD,0.0,0
2403005,2016-09-13,33,FROZEN FOODS,36.0,2
852732,2014-04-25,35,GROCERY I,1599.0,0
1243652,2014-11-30,53,HARDWARE,1.0,0
2167373,2016-05-04,21,SEAFOOD,6.0,0
2363660,2016-08-22,3,BEAUTY,15.0,0
1382988,2015-02-18,13,MEATS,145.84999,0
678187,2014-01-17,38,BOOKS,0.0,0
1762434,2015-09-19,10,BEVERAGES,1597.0,12
2525887,2016-11-21,31,BABY CARE,0.0,0
1466107,2015-04-05,45,HOME AND KITCHEN II,69.0,0
1156955,2014-10-13,21,DAIRY,0.0,0
2414893,2016-09-20,17,LADIESWEAR,12.0,0
1293776,2014-12-30,10,FROZEN FOODS,260.144,2
2249106,2016-06-19,15,MEATS,54.563,0
